SAMPLE	PLATE	COLUMN	ROW	GROUP	CODE	ANCESTRY	SEX	FAMILY_ID	RELATIONSHIP	FLOWCELLS	OUTPUT	READ_N50	NOTES	HAS_SR	base_sample_id	T2T_cram	T2T_crai	T2T_mean_cov	T2T_median_cov	T2T_xy_ratio	T2T_avg_read_identity	T2T_median_read_identity	T2T_N50	T2T_readmass	base_sample_id	GRCh38_cram	GRCh38_crai	GRCh38_mean_cov	GRCh38_median_cov	GRCh38_xy_ratio	GRCh38_avg_read_identity	GRCh38_median_read_identity	GRCh38_N50	GRCh38_readmass
HG02017	P08	11	D	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male	VN46	father	PAM56640	52,0	12.896		X	HG02017	/groups/bi-marvl/samples/alignments/T2T/HG02017/alignments/HG02017.cram	/groups/bi-marvl/samples/alignments/T2T/HG02017/alignments/HG02017.cram.crai	15.9	16	1	93.6	95.9	12536	52462275094	HG02017	/groups/bi-marvl/samples/alignments/GRCh38/HG02017/alignments/HG02017.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02017/alignments/HG02017.cram.crai	16.05	16	1	93.1	95.8	12483	52579424562
HG02020	P08	11	E	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male	VN47	father	PAM47406 PAM57511	73,6	10.006		X	HG02020	/groups/bi-marvl/samples/alignments/T2T/HG02020/alignments/HG02020.cram	/groups/bi-marvl/samples/alignments/T2T/HG02020/alignments/HG02020.cram.crai	22.51	23	1	92.6	95.1	9770	74514510762	HG02020	/groups/bi-marvl/samples/alignments/GRCh38/HG02020/alignments/HG02020.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02020/alignments/HG02020.cram.crai	22.72	23	0	92	94.9	9721	74826665024
HG02031	P08	11	F	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female	VN51	mother	PAM62361	27,3	9.481		X	HG02031	/groups/bi-marvl/samples/alignments/T2T/HG02031/alignments/HG02031.cram	/groups/bi-marvl/samples/alignments/T2T/HG02031/alignments/HG02031.cram.crai	8.52	8	43	93.8	96.3	9381	27915277239	HG02031	/groups/bi-marvl/samples/alignments/GRCh38/HG02031/alignments/HG02031.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02031/alignments/HG02031.cram.crai	8.6	8	13	93.3	96.1	9333	28007679263
HG02053	P02	12	G	ACB	ACB	African Caribbean in Barbados [ACB]	Male	BB15	father	PAK18578	77,5	12.269		X	HG02053	/groups/bi-marvl/samples/alignments/T2T/HG02053/alignments/HG02053.cram	/groups/bi-marvl/samples/alignments/T2T/HG02053/alignments/HG02053.cram.crai	23.81	24	1	93.8	96.2	12184	76994501813	HG02053	/groups/bi-marvl/samples/alignments/GRCh38/HG02053/alignments/HG02053.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02053/alignments/HG02053.cram.crai	24.08	24	1	93	96.1	12096	77358221428
HG02058	P08	11	G	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male	VN60	father	PAM49437 PAM61472	50,1	7.44		X	HG02058	/groups/bi-marvl/samples/alignments/T2T/HG02058/alignments/HG02058.cram	/groups/bi-marvl/samples/alignments/T2T/HG02058/alignments/HG02058.cram.crai	14.79	15	1	91.9	94.3	7301	49415140655	HG02058	/groups/bi-marvl/samples/alignments/GRCh38/HG02058/alignments/HG02058.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02058/alignments/HG02058.cram.crai	14.92	15	0	91.4	94.1	7252	49585303586
HG02060	P08	11	H	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female	VN61	mother	PAM47724 PAM58290	92,6	11.283		X	HG02060	/groups/bi-marvl/samples/alignments/T2T/HG02060/alignments/HG02060.cram	/groups/bi-marvl/samples/alignments/T2T/HG02060/alignments/HG02060.cram.crai	28.53	29	45	94.1	96.5	10910	95104387537	HG02060	/groups/bi-marvl/samples/alignments/GRCh38/HG02060/alignments/HG02060.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02060/alignments/HG02060.cram.crai	28.79	29	13	93.6	96.4	10864	95377337363
HG02064	P08	12	A	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male		proband	PAI98774	51,9	17.076		X	HG02064	/groups/bi-marvl/samples/alignments/T2T/HG02064/alignments/HG02064.cram	/groups/bi-marvl/samples/alignments/T2T/HG02064/alignments/HG02064.cram.crai	16.03	16	0	92.5	95.1	16782	52424696873	HG02064	/groups/bi-marvl/samples/alignments/GRCh38/HG02064/alignments/HG02064.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02064/alignments/HG02064.cram.crai	16.2	16	0	91.8	94.9	16713	52690354851
HG02067	P08	12	B	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male		proband	PAK02555	36,4	25.706		X	HG02067	/groups/bi-marvl/samples/alignments/T2T/HG02067/alignments/HG02067.cram	/groups/bi-marvl/samples/alignments/T2T/HG02067/alignments/HG02067.cram.crai	11.31	11	1	93.4	96.4	25446	36866826655	HG02067	/groups/bi-marvl/samples/alignments/GRCh38/HG02067/alignments/HG02067.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02067/alignments/HG02067.cram.crai	11.4	11	1	92.6	96.2	25324	37074815039
HG02069	P08	12	C	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female	VN64	mother	PAI99345 PAM92309	30,5	14.23		X	HG02069	/groups/bi-marvl/samples/alignments/T2T/HG02069/alignments/HG02069.cram	/groups/bi-marvl/samples/alignments/T2T/HG02069/alignments/HG02069.cram.crai	9.38	9	44	93.7	96.6	14001	30648949522	HG02069	/groups/bi-marvl/samples/alignments/GRCh38/HG02069/alignments/HG02069.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02069/alignments/HG02069.cram.crai	9.46	9	13	93.1	96.5	13966	30726567754
HG02072	P08	12	D	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female	VN65	mother	PAI96694 PAM92003	62,9	13.934		X	HG02072	/groups/bi-marvl/samples/alignments/T2T/HG02072/alignments/HG02072.cram	/groups/bi-marvl/samples/alignments/T2T/HG02072/alignments/HG02072.cram.crai	19.52	20	32	94.1	96.9	13598	64510658275	HG02072	/groups/bi-marvl/samples/alignments/GRCh38/HG02072/alignments/HG02072.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02072/alignments/HG02072.cram.crai	19.7	20	12	93.6	96.8	13560	64720304160
HG02079	P01	6	B	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male	VN67	father	PAI57118	61,2	20.173		X	HG02079	/groups/bi-marvl/samples/alignments/T2T/HG02079/alignments/HG02079.cram	/groups/bi-marvl/samples/alignments/T2T/HG02079/alignments/HG02079.cram.crai	19.06	19	1	92.3	95.1	20142	62341392790	HG02079	/groups/bi-marvl/samples/alignments/GRCh38/HG02079/alignments/HG02079.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02079/alignments/HG02079.cram.crai	19.26	19	1	91.6	94.9	20070	62711953511
HG02081	P08	12	E	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female	VN68	mother	PAI99188	74,8	24.993		X	HG02081	/groups/bi-marvl/samples/alignments/T2T/HG02081/alignments/HG02081.cram	/groups/bi-marvl/samples/alignments/T2T/HG02081/alignments/HG02081.cram.crai	23.38	24	44	93.7	96.6	24668	76438547333	HG02081	/groups/bi-marvl/samples/alignments/GRCh38/HG02081/alignments/HG02081.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02081/alignments/HG02081.cram.crai	23.59	23	12	92.9	96.4	24597	76812653698
HG02082	P08	12	F	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male	VN68	father	PAI99267	42,1	32.792		X	HG02082	/groups/bi-marvl/samples/alignments/T2T/HG02082/alignments/HG02082.cram	/groups/bi-marvl/samples/alignments/T2T/HG02082/alignments/HG02082.cram.crai	13.18	13	1	93.2	96.4	32575	42877951002	HG02082	/groups/bi-marvl/samples/alignments/GRCh38/HG02082/alignments/HG02082.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02082/alignments/HG02082.cram.crai	13.31	13	1	92.1	96.1	32462	43101330450
HG02087	P08	12	G	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female		proband	PAI98758	69,1	18.404		X	HG02087	/groups/bi-marvl/samples/alignments/T2T/HG02087/alignments/HG02087.cram	/groups/bi-marvl/samples/alignments/T2T/HG02087/alignments/HG02087.cram.crai	21.36	21	45	92.5	95.1	18294	69280849329	HG02087	/groups/bi-marvl/samples/alignments/GRCh38/HG02087/alignments/HG02087.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02087/alignments/HG02087.cram.crai	21.57	21	12	91.7	94.9	18235	69663475718
HG02089	P08	12	H	PEL	PEL	Peruvian in Lima Peru [PEL]	Female	PEL035	mother	PAI99198	45,2	21.105		X	HG02089	/groups/bi-marvl/samples/alignments/T2T/HG02089/alignments/HG02089.cram	/groups/bi-marvl/samples/alignments/T2T/HG02089/alignments/HG02089.cram.crai	14.07	14	43	93.5	96.4	20931	45849574291	HG02089	/groups/bi-marvl/samples/alignments/GRCh38/HG02089/alignments/HG02089.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02089/alignments/HG02089.cram.crai	14.19	14	12	92.6	96.2	20881	46030125776
HG02095	P02	12	H	ACB	ACB	African Caribbean in Barbados [ACB]	Female		proband	PAM61299	54,3	22.227		X	HG02095	/groups/bi-marvl/samples/alignments/T2T/HG02095/alignments/HG02095.cram	/groups/bi-marvl/samples/alignments/T2T/HG02095/alignments/HG02095.cram.crai	16.8	17	45	93	95.9	21944	55086506142	HG02095	/groups/bi-marvl/samples/alignments/GRCh38/HG02095/alignments/HG02095.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02095/alignments/HG02095.cram.crai	16.96	17	12	92.3	95.7	21886	55332473012
HG02105	initial 8			PEL	PEL	Peruvian in Lima Peru [PEL]	Female	PEL038	mother	PAH94027 PAI75667	118,7	21.861	180014	X	HG02105	/groups/bi-marvl/samples/alignments/T2T/HG02105/alignments/HG02105.cram	/groups/bi-marvl/samples/alignments/T2T/HG02105/alignments/HG02105.cram.crai	37.17	37	45	92.7	95.5	21323	1.23E+11	HG02105	/groups/bi-marvl/samples/alignments/GRCh38/HG02105/alignments/HG02105.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02105/alignments/HG02105.cram.crai	37.54	37	14	92	95.3	21302	1.24E+11
HG02107	P03	1	A	ACB	ACB	African Caribbean in Barbados [ACB]	Male	BB18	father	PAK13007	54,7	25.343		X	HG02107	/groups/bi-marvl/samples/alignments/T2T/HG02107/alignments/HG02107.cram	/groups/bi-marvl/samples/alignments/T2T/HG02107/alignments/HG02107.cram.crai	16.89	17	1	93.1	96.1	25060	55099995416	HG02107	/groups/bi-marvl/samples/alignments/GRCh38/HG02107/alignments/HG02107.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02107/alignments/HG02107.cram.crai	17.05	17	1	92.1	96	24998	55337003398
HG02111	P01	6	C	ACB	ACB	African Caribbean in Barbados [ACB]	Female		proband	PAI74455	71,4	20.676		X	HG02111	/groups/bi-marvl/samples/alignments/T2T/HG02111/alignments/HG02111.cram	/groups/bi-marvl/samples/alignments/T2T/HG02111/alignments/HG02111.cram.crai	22.42	22	43	93.6	96.3	20562	72547589977	HG02111	/groups/bi-marvl/samples/alignments/GRCh38/HG02111/alignments/HG02111.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02111/alignments/HG02111.cram.crai	22.64	22	12	92.6	96.2	20459	73022507348
HG02116	P09	1	A	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male		proband	PAM92638	37,5	22.066		X	HG02116	/groups/bi-marvl/samples/alignments/T2T/HG02116/alignments/HG02116.cram	/groups/bi-marvl/samples/alignments/T2T/HG02116/alignments/HG02116.cram.crai	11.81	12	1	94.8	97.4	20841	39481739088	HG02116	/groups/bi-marvl/samples/alignments/GRCh38/HG02116/alignments/HG02116.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02116/alignments/HG02116.cram.crai	11.91	12	1	94	97.2	20693	39801421945
HG02121	P09	1	B	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female	VN76	mother	PAM92896	15,5	11.708		X	HG02121	/groups/bi-marvl/samples/alignments/T2T/HG02121/alignments/HG02121.cram	/groups/bi-marvl/samples/alignments/T2T/HG02121/alignments/HG02121.cram.crai	4.91	5	44	94.9	97.3	11258	16275179216	HG02121	/groups/bi-marvl/samples/alignments/GRCh38/HG02121/alignments/HG02121.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02121/alignments/HG02121.cram.crai	4.95	5	12	94.3	97.3	11214	16322231439
HG02128	P01	6	D	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male	VN78	father	PAI74929	96,8	24.013		X	HG02128	/groups/bi-marvl/samples/alignments/T2T/HG02128/alignments/HG02128.cram	/groups/bi-marvl/samples/alignments/T2T/HG02128/alignments/HG02128.cram.crai	30.23	31	0	93.3	96	23937	97730008571	HG02128	/groups/bi-marvl/samples/alignments/GRCh38/HG02128/alignments/HG02128.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02128/alignments/HG02128.cram.crai	30.51	30	0	92.2	95.8	23779	98431652851
HG02130	P09	1	C	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female	VN79	mother	PAM92751	34,0	13.778		X	HG02130	/groups/bi-marvl/samples/alignments/T2T/HG02130/alignments/HG02130.cram	/groups/bi-marvl/samples/alignments/T2T/HG02130/alignments/HG02130.cram.crai	10.6	11	46	94.7	97.3	13354	35086077851	HG02130	/groups/bi-marvl/samples/alignments/GRCh38/HG02130/alignments/HG02130.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02130/alignments/HG02130.cram.crai	10.7	10	12	94.2	97.2	13293	35246396121
HG02133	P01	6	E	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female	VN80	mother	PAI74267	49,8	15.098		X	HG02133	/groups/bi-marvl/samples/alignments/T2T/HG02133/alignments/HG02133.cram	/groups/bi-marvl/samples/alignments/T2T/HG02133/alignments/HG02133.cram.crai	15.14	15	40	89.6	92.3	15285	50244857544	HG02133	/groups/bi-marvl/samples/alignments/GRCh38/HG02133/alignments/HG02133.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02133/alignments/HG02133.cram.crai	15.28	15	13	89.1	92	15245	50432113789
HG02136	P09	1	D	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female	VN81	mother	PAM92920	45,6	10.183		X	HG02136	/groups/bi-marvl/samples/alignments/T2T/HG02136/alignments/HG02136.cram	/groups/bi-marvl/samples/alignments/T2T/HG02136/alignments/HG02136.cram.crai	14.2	14	45	94.7	97.3	9821	47347678044	HG02136	/groups/bi-marvl/samples/alignments/GRCh38/HG02136/alignments/HG02136.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02136/alignments/HG02136.cram.crai	14.33	14	14	94.2	97.2	9778	47516169659
HG02137	P01	6	F	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male	VN81	father	PAI76651	120,4	15.949		X	HG02137	/groups/bi-marvl/samples/alignments/T2T/HG02137/alignments/HG02137.cram	/groups/bi-marvl/samples/alignments/T2T/HG02137/alignments/HG02137.cram.crai	37.4	38	1	94.1	96.8	15854	1.23E+11	HG02137	/groups/bi-marvl/samples/alignments/GRCh38/HG02137/alignments/HG02137.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02137/alignments/HG02137.cram.crai	37.84	38	1	93.3	96.7	15739	1.24E+11
HG02138	P09	1	E	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Male		proband	PAM93821	47,0	15.683		X	HG02138	/groups/bi-marvl/samples/alignments/T2T/HG02138/alignments/HG02138.cram	/groups/bi-marvl/samples/alignments/T2T/HG02138/alignments/HG02138.cram.crai	14.69	15	0	94.7	97.3	15283	48519093487	HG02138	/groups/bi-marvl/samples/alignments/GRCh38/HG02138/alignments/HG02138.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02138/alignments/HG02138.cram.crai	14.87	15	1	93.9	97.1	15139	48928626681
HG02139	P09	1	F	KHV	KHV	Kinh in Ho Chi Minh City, Vietnam [KHV]	Female		proband	PAM93963	74,7	11.449		X	HG02139	/groups/bi-marvl/samples/alignments/T2T/HG02139/alignments/HG02139.cram	/groups/bi-marvl/samples/alignments/T2T/HG02139/alignments/HG02139.cram.crai	23.3	24	44	94.9	97.3	10948	77760129100	HG02139	/groups/bi-marvl/samples/alignments/GRCh38/HG02139/alignments/HG02139.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02139/alignments/HG02139.cram.crai	23.51	23	13	94.4	97.2	10900	77997822845
HG02143	P01	6	G	ACB	ACB	African Caribbean in Barbados [ACB]	Male	BB20	father	PAI75064	69,5	13.777		X	HG02143	/groups/bi-marvl/samples/alignments/T2T/HG02143/alignments/HG02143.cram	/groups/bi-marvl/samples/alignments/T2T/HG02143/alignments/HG02143.cram.crai	21.77	22	1	92.2	95.6	13124	73890981524	HG02143	/groups/bi-marvl/samples/alignments/GRCh38/HG02143/alignments/HG02143.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02143/alignments/HG02143.cram.crai	21.95	22	1	91.7	95.5	13069	74132107717
HG02144	P03	1	B	ACB	ACB	African Caribbean in Barbados [ACB]	Female	BB20	mother	PAK12857	40,9	23.273		X	HG02144	/groups/bi-marvl/samples/alignments/T2T/HG02144/alignments/HG02144.cram	/groups/bi-marvl/samples/alignments/T2T/HG02144/alignments/HG02144.cram.crai	12.55	13	40	91	93.7	23143	40521412070	HG02144	/groups/bi-marvl/samples/alignments/GRCh38/HG02144/alignments/HG02144.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02144/alignments/HG02144.cram.crai	12.65	12	10	90.5	93.5	23108	40641430505
HG02146	P01	6	H	PEL	PEL	Peruvian in Lima Peru [PEL]	Male	PEL039	father	PAI73034	67,9	14.984		X	HG02146	/groups/bi-marvl/samples/alignments/T2T/HG02146/alignments/HG02146.cram	/groups/bi-marvl/samples/alignments/T2T/HG02146/alignments/HG02146.cram.crai	20.18	20	2	91.5	94.9	14963	67751505257	HG02146	/groups/bi-marvl/samples/alignments/GRCh38/HG02146/alignments/HG02146.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02146/alignments/HG02146.cram.crai	20.71	20	1	91	94.7	14754	68974763374
HG02152	P01	7	A	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAI76130	79,6	20.146		X	HG02152	/groups/bi-marvl/samples/alignments/T2T/HG02152/alignments/HG02152.cram	/groups/bi-marvl/samples/alignments/T2T/HG02152/alignments/HG02152.cram.crai	25.05	25	43	92.7	95.5	19875	81088607852	HG02152	/groups/bi-marvl/samples/alignments/GRCh38/HG02152/alignments/HG02152.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02152/alignments/HG02152.cram.crai	25.25	25	12	92.1	95.4	19867	81237480251
HG02153	P03	1	C	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAK12836	44,9	21.168		X	HG02153	/groups/bi-marvl/samples/alignments/T2T/HG02153/alignments/HG02153.cram	/groups/bi-marvl/samples/alignments/T2T/HG02153/alignments/HG02153.cram.crai	13.81	14	43	93.1	96	20836	45236173419	HG02153	/groups/bi-marvl/samples/alignments/GRCh38/HG02153/alignments/HG02153.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02153/alignments/HG02153.cram.crai	13.94	14	13	92.5	95.9	20824	45348766007
HG02154	P03	1	D	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAK12989	60,7	24.264		X	HG02154	/groups/bi-marvl/samples/alignments/T2T/HG02154/alignments/HG02154.cram	/groups/bi-marvl/samples/alignments/T2T/HG02154/alignments/HG02154.cram.crai	18.69	19	45	93.1	96.2	24000	61352666452	HG02154	/groups/bi-marvl/samples/alignments/GRCh38/HG02154/alignments/HG02154.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02154/alignments/HG02154.cram.crai	18.94	19	12	92.4	96.1	23925	61738784854
HG02155	P03	1	E	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAK12768	53,1	19.195		X	HG02155	/groups/bi-marvl/samples/alignments/T2T/HG02155/alignments/HG02155.cram	/groups/bi-marvl/samples/alignments/T2T/HG02155/alignments/HG02155.cram.crai	16.49	16	44	93.3	96.2	19012	53373600804	HG02155	/groups/bi-marvl/samples/alignments/GRCh38/HG02155/alignments/HG02155.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02155/alignments/HG02155.cram.crai	16.65	16	11	92.6	96	18990	53504196267
HG02156	P03	1	F	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAK12624	47,8	18.256		X	HG02156	/groups/bi-marvl/samples/alignments/T2T/HG02156/alignments/HG02156.cram	/groups/bi-marvl/samples/alignments/T2T/HG02156/alignments/HG02156.cram.crai	14.83	15	44	93.5	96.2	18066	47885393033	HG02156	/groups/bi-marvl/samples/alignments/GRCh38/HG02156/alignments/HG02156.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02156/alignments/HG02156.cram.crai	14.95	15	12	92.7	96	18042	47982265472
HG02164	P03	1	G	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAK12346	48,5	21.209		X	HG02164	/groups/bi-marvl/samples/alignments/T2T/HG02164/alignments/HG02164.cram	/groups/bi-marvl/samples/alignments/T2T/HG02164/alignments/HG02164.cram.crai	14.87	15	45	92.8	95.8	21062	48338593564	HG02164	/groups/bi-marvl/samples/alignments/GRCh38/HG02164/alignments/HG02164.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02164/alignments/HG02164.cram.crai	15.13	15	13	92.2	95.6	20938	48844363509
HG02165	P03	1	H	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAK13202	44,0	21.973		X	HG02165	/groups/bi-marvl/samples/alignments/T2T/HG02165/alignments/HG02165.cram	/groups/bi-marvl/samples/alignments/T2T/HG02165/alignments/HG02165.cram.crai	13.55	14	42	93.1	96	21844	44055801342	HG02165	/groups/bi-marvl/samples/alignments/GRCh38/HG02165/alignments/HG02165.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02165/alignments/HG02165.cram.crai	13.73	13	12	92.4	95.8	21771	44338463286
HG02178	P03	2	A	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAM51935	61,3	12.693		X	HG02178	/groups/bi-marvl/samples/alignments/T2T/HG02178/alignments/HG02178.cram	/groups/bi-marvl/samples/alignments/T2T/HG02178/alignments/HG02178.cram.crai	18.65	19	43	91.6	94.7	12231	62331075276	HG02178	/groups/bi-marvl/samples/alignments/GRCh38/HG02178/alignments/HG02178.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02178/alignments/HG02178.cram.crai	18.84	19	14	91	94.5	12153	62626844661
HG02180	P01	7	B	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAI75315	52,5	29.348		X	HG02180	/groups/bi-marvl/samples/alignments/T2T/HG02180/alignments/HG02180.cram	/groups/bi-marvl/samples/alignments/T2T/HG02180/alignments/HG02180.cram.crai	16.5	17	43	92.8	96	28871	54623043999	HG02180	/groups/bi-marvl/samples/alignments/GRCh38/HG02180/alignments/HG02180.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02180/alignments/HG02180.cram.crai	16.64	17	15	92.3	95.9	28829	54802270763
HG02182	P03	2	B	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAM49367	63,3	11.3		X	HG02182	/groups/bi-marvl/samples/alignments/T2T/HG02182/alignments/HG02182.cram	/groups/bi-marvl/samples/alignments/T2T/HG02182/alignments/HG02182.cram.crai	19.36	19	45	93.5	95.8	10835	64714328000	HG02182	/groups/bi-marvl/samples/alignments/GRCh38/HG02182/alignments/HG02182.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02182/alignments/HG02182.cram.crai	19.72	19	13	93	95.6	10787	65436077389
HG02184	P03	2	C	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAM49099	62,0	15.244		X	HG02184	/groups/bi-marvl/samples/alignments/T2T/HG02184/alignments/HG02184.cram	/groups/bi-marvl/samples/alignments/T2T/HG02184/alignments/HG02184.cram.crai	19.14	19	43	93.1	95.6	14829	63035356319	HG02184	/groups/bi-marvl/samples/alignments/GRCh38/HG02184/alignments/HG02184.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02184/alignments/HG02184.cram.crai	19.34	19	12	92.5	95.4	14752	63400937370
HG02189	P03	2	D	CDX	CDX	Chinese Dai in Xishuangbanna, China [CDX]	Female		proband	PAM49394	86,7	12.094			HG02189	/groups/bi-marvl/samples/alignments/T2T/HG02189/alignments/HG02189.cram	/groups/bi-marvl/samples/alignments/T2T/HG02189/alignments/HG02189.cram.crai	26.79	27	42	92.7	95.6	11621	89732143490	HG02189	/groups/bi-marvl/samples/alignments/GRCh38/HG02189/alignments/HG02189.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG02189/alignments/HG02189.cram.crai	27.02	27	13	92.2	95.5	11574	90026548965
